clade	test	back	pval	kval
Aves_group4	Strigops_habroptila	`Melopsittacus_undulatus,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.2248	0.61
Aves_group4	Sturnus_vulgaris	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.5432	1.13
Aves_group4	Taeniopygia_guttata	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.1207	1.49
Aves_group4	Vidua_chalybeata	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	1.0000	0.71
Aves_group4	Vidua_macroura	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.8576	0.13
Aves_group4	Zonotrichia_albicollis	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.1693	0.00
Carnivora	Acinonyx_jubatus	`Suricata_suricatta,Hyaena_hyaena,Node1,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.2694	50.00
Carnivora	Canis_lupus	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.7010	0.85
Carnivora	Enhydra_lutris_kenyoni	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.0748	35.49
Carnivora	Eumetopias_jubatus	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.3675	0.00
Carnivora	Felis_catus	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.4562	0.41
Carnivora	Hyaena_hyaena	`Suricata_suricatta,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.4869	0.68
Carnivora	Leopardus_geoffroyi	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.6888	50.00
Carnivora	Lontra_canadensis	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.8927	0.88
Carnivora	Lutra_lutra	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.2946	50.00
Carnivora	Lynx_canadensis	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.0969	0.18
Carnivora	Lynx_rufus	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.2357	50.00
Carnivora	Meles_meles	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.2018	0.60
Carnivora	Mirounga_angustirostris	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.1072	50.00
Carnivora	Mirounga_leonina	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.6904	0.17
Carnivora	Mustela_erminea	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.9718	1.05
Carnivora	Mustela_putorius_furo	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.2876	50.00
Carnivora	Neomonachus_schauinslandi	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.3538	0.00
Carnivora	Nyctereutes_procyonoides	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.1595	50.00
Carnivora	Odobenus_rosmarus_divergens	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.5262	0.49
Carnivora	Panthera_leo	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_pardus,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.8474	0.79
Carnivora	Panthera_pardus	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Node25,Panthera_uncia,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node33,Node31,Canis_lupus,Node30,Lutra_lutra,Enhydra_lutris_kenyoni,Node42,Lontra_canadensis,Node41,Mustela_putorius_furo,Mustela_erminea,Node46,Node40,Meles_meles,Node39,Odobenus_rosmarus_divergens,Eumetopias_jubatus,Zalophus_californianus,Node53,Node51,Mirounga_leonina,Mirounga_angustirostris,Node57,Neomonachus_schauinslandi,Node56,Node50,Node38,Ursus_americanus,Ursus_arctos,Ursus_maritimus,Node63,Node61,Node37,Node29`	0.0395	50.00
